644a9bb_86	1	1	0.888857085065523	- Las infracciones a la presente Ordenanza seran sancionadas de la siguiente forma: Multa Decomiso
9b804bd_38	2	2	0.8665505833695475	- Las sanciones a las contravenciones seran gravadas con una multa que sera establecida segun la gravedad de la falta, a su prudente arbitrio, segun sea el caso y utilizando la sana critica
1f15406_404	3	3	0.8603835503259396	Cuando sea por incumplimiento de permisos, parcial o totalmente, se impondra una multa equivalente por poda o tala no autorizada segun sea el caso, y en base a los criterios establecidos en la presente ordenanza
930897c_110	4	4	0.8528196611510833	La omision al presente articulo sera sancionado, segun lo estipulado en el capitulo de infracciones y sanciones
e18d168_268	5	5	0.8486096951299908	- Las infracciones a esta Ley se califican de graves, menos graves y leves y seran sancionadas con multas o decomisos que se impondran segun la gravedad del daño ocasionado y sobre la base referencial del SMM vigente al momento de imponer la sancion
eb99685_182	6	6	0.8434087138139725	- El incumplimiento de las disposiciones establecidas en la presente Ordenanza sera sancionada con trabajo comunitario, multa y/o clausura del establecimiento, estas podran aplicarse simultaneamente o alternativamente, todo sin perjuicio de la responsabilidad a que hubiere lugar conforme otras leyes
3ce4a28_137	7	7	0.8427952926708828	- El incumplimiento de las disposiciones establecidas en la presente ordenanza sera sancionada con multa o con jornadas de trabajo comunitario, estas podran aplicarse simultanea o alternativamente
dd6b5ad_49	8	8	0.8366942584849166	Asi mismo, imponer las correspondientes sanciones en caso de incumplimiento de sus disposiciones
48bdadf_275	9	9	0.8349306009796612	- El incumplimiento de las disposiciones establecidas en la presente ordenanza sera sancionada con multas o con jornadas de trabajo comunitario, estas podran aplicarse simultanea o alternativamente
b8ff0ff_184	10	10	0.8347995003595002	- Se establecen como sanciones la amonestacion y la multa, que se aplicaran de conformidad a los criterios que en los articulos posteriores se estableceran
8eff719_103	11	11	0.8328229480593372	El que no cumpliere con esta orden se hara acreedor a la sancion de multa de conformidad a lo establecido en esta Ordenanza
e18d168_99	12	12	0.8322639437944162	El cumplimiento de las acciones ordenadas en el inciso precedente podra considerarse como circunstancia eximente de responsabilidad por la infraccion establecida en la presente ley
