f33fed1_132	1	1	0.8845962552642188	c) Incumplimiento grave de las obligaciones del concesionario, tales como el incumplimiento grave del Plan de Manejo, o el incumplimiento grave de las demás normas y regulaciones dictadas para la respectiva área por la Autoridad encargada de la Administración de las Áreas Silvestres Protegidas del Estado;
0219260_66	2	2	0.8389093795715348	b) Por el incumplimiento grave de las obligaciones impuestas en la ley, la presente ordenanza y los contratos que se celebren
2799ee4_117	3	3	0.8376002297024853	El incumplimiento de las disposiciones del presente artículo se considerará falta grave a la presente ordenanza, lo cual se entiende sin perjuicio de las demás sanciones que, respecto del concesionario, al efecto establezcan las respectivas bases de licitación
2799ee4_137	4	4	0.8376002297024853	El incumplimiento de las disposiciones del presente artículo se considerará falta grave a la presente ordenanza, lo cual se entiende sin perjuicio de las demás sanciones que, respecto del concesionario, al efecto establezcan las respectivas bases de licitación
c7255b0_763	5	5	0.8322544732619576	Infracciones a las Disposiciones de este Reglamento
15ba809_53	6	6	0.8313896383749017	- Se consideran infracciones a esta ordenanza incumplir con las obligaciones y prohibiciones impuestas en los
0c5f5ad_552	7	7	0.8304387461992107	- Seran consideradas infracciones a esta Ordenanza, el incumplimiento de las normas tecnicas determinadas en los planos y documentos tecnicos correspondientes
5f9ee58_542	8	8	0.8304387461992107	- Seran consideradas infracciones a esta Ordenanza, el incumplimiento de las normas tecnicas determinadas en los planos y documentos tecnicos correspondientes
b189d15_544	9	9	0.8304387461992107	- Seran consideradas infracciones a esta Ordenanza, el incumplimiento de las normas tecnicas determinadas en los planos y documentos tecnicos correspondientes
f6b2045_550	10	10	0.8304387461992107	- Seran consideradas infracciones a esta Ordenanza, el incumplimiento de las normas tecnicas determinadas en los planos y documentos tecnicos correspondientes
086db85_151	11	11	0.828262329670869	b) Incumplimiento grave de las obligaciones del concesionario;
cf4bd92_53	12	12	0.8139319305042249	- Incumplimiento grave de las obligaciones impuestas al extractor o concesionario
1739c19_160	13	13	0.8117523168647847	Cualquier incumplimiento de las obligaciones asumidas en virtud de las presentes Normas; el Contrato de Apertura de Línea de Crédito y/o el Reglamento Interno del Fondo; así como también vulneraciones al Plan de Negocios y al Plan de Forestación o de Prevención de Incendios decretadas por los organismos pertinentes, se procederá conforme lo siguiente:
e18d168_264	14	14	0.8100457811706102	- Constituye infraccion toda accion u omision que contravenga las normas contenidas en esta Ley, sus Reglamentos y demas disposiciones que rigen sobre la materia
eb99685_215	15	15	0.8071756657226374	Incumplir con las demas obligaciones que impone esta Ordenanza
eefa471_124	16	16	0.8053418753615957	Incumplimiento de las obligaciones y prohibiciones establecidas en esta Ordenanza
b821b11_183	17	17	0.8044875734679998	a) Incumplir las condiciones establecidas en los Planes de Manejo o en Planes Operativas
05f5ba4_98	18	18	0.8026761571488622	- Para la adecuada aplicacion de las relaciones de convivencia de interes local y- del uso de sus servicios, equipamientos, infraestructuras, instalaciones y espacios publicos se consideran infracciones conforme a la presente ordenanza la vulneracion de las prohibiciones o pres cipciones; contenidas a la misma
