3ef9359_133	1	0.46768186015300695	Consisten en un conjunto armónico de cátedras y estarán planificados para dar una sólida formación profesional y para desarrollar en forma práctica las aptitudes que se requieren en el desempeño diplomático
0be5366_199	2	0.45548583382258256	En el año del encasillamiento, se considerará para todos los efectos legales la última calificación obtenida por el profesional funcionario en el establecimiento, sin perjuicio de lo dispuesto por leyes especiales
52ea45c_31	3	0.45459703852191846	Las personas naturales o jurídicas podrán ser clasificadas en cada una de las especialidades y categorías a que postulen, de acuerdo a su calidad técnica y experiencia, conforme a los antecedentes exigidos en el presente Reglamento
586f4e7_80	4	0.4467526297445963	En el caso de postulantes recién titulados, dicha experiencia podrá ser reemplazada por una práctica realizada durante su formación profesional o técnica
b7e639f_57	5	0.44256258530159476	Los miembros del Comité podrán participar en las sesiones en forma presencial o a través de medios tecnológicos que les permitan intervenir de forma simultánea y permanente
7ffe9ef_53	6	0.4400488359580734	"Al menos una vez al año se deberá realizar un proceso de capacitación a calificadores y precalificadores que facilite la adecuada utilización de los instrumentos de calificación y contribuya a la mayor uniformidad de los criterios de calificación"""
3297093_42	7	0.4399353119072613	"""En el caso de las personas jurídicas, los requisitos y condiciones habilitantes para inscribirse en el Registro podrán ser cumplidos por más de un profesional, debiendo cada uno de ellos acreditar la calidad técnica y la experiencia profesional que habilita la inscripción, y tener con ésta un vínculo comercial o contractual permanente, tales como el de socio, director, administrador, trabajador o autoridad superior"
ed1f15e_150	8	0.4281113966543354	Sólo deberán encomendar dichas actividades a personas naturales y jurídicas con los conocimientos y competencias necesarias, las que deberán cumplir con las disposiciones legales, reglamentarias y técnicas sobre la materia
708ed9d_137	9	0.42607918424654767	Artículo 25° Los planes de estudio de los Cursos de Formación tendrán una duración de dos años y comprenderán actividades académicas y de práctica
52ea45c_160	10	0.42409082490943883	Vigencia de la Inscripción: Para mantener vigente la inscripción, deberán actualizarse anualmente los antecedentes mencionados en el artículo 21, tanto para personas naturales como jurídicas, y siempre que los profesionales o técnicos que acreditaron los requisitos habilitantes mantengan la calidad de socios, directores, administradores, trabajadores o autoridades superiores, según corresponda
131f13b_64	11	0.41843255390377854	Podrán ser invitados a participar con derecho a voz, otros funcionarios que por su experiencia o capacidades técnicas puedan aportar antecedentes para la mejor toma de decisiones
5626830_14	12	0.4131251054994206	Los derechos de aprovechamiento otorgados de acuerdo al artículo anterior, se podrán transformar en definitivos una vez transcurridos cinco años de ejercicio efectivo en los términos concedidos, y siempre que los titulares de derechos ya constituidos no demuestren haber sufrido daños
a7a452e_12	13	0.4131251054994206	Los derechos de aprovechamiento otorgados de acuerdo al artículo anterior, se podrán transformar en definitivos una vez transcurridos cinco años de ejercicio efectivo en los términos concedidos, y siempre que los titulares de derechos ya constituidos no demuestren haber sufrido daños
b131f6c_14	14	0.4131251054994206	Los derechos de aprovechamiento otorgados de acuerdo al artículo anterior, se podrán transformar en definitivos una vez transcurridos cinco años de ejercicio efectivo en los términos concedidos, y siempre que los titulares de derechos ya constituidos no demuestren haber sufrido daños
3ef9359_146	15	0.4130593046409292	Las asignaturas del plan de estudios procurarán un avance coherente y progresivo de su formación profesional
c3a586c_65	16	0.4106054395277935	Tal derecho podrá ejercerse durante la vigencia de la concesión de exploración y hasta dos años después de vencida, de acuerdo a lo previsto en el inciso primero del artículo 14 de la ley
131f13b_72	17	0.4071607669314654	Podrán ser invitados a participar con derecho a voz, otros funcionarios que por su experiencia o capacidades técnicas puedan aportar información para la mejor toma de decisión
131f13b_80	18	0.4071607669314654	Podrán ser invitados a participar con derecho a voz, otros funcionarios que por su experiencia o capacidades técnicas puedan aportar información para la mejor toma de decisión
ce638af_141	19	0.40690002076105536	- En la Tabla Anual de Costos se establecerán las especificaciones técnicas y valores para todas las prácticas del Programa, los niveles mínimos técnicos en aquellas que correspondan y se clasificarán según sean éstas de mantención o recuperación
e7414a8_258	20	0.40690002076105536	- En la Tabla Anual de Costos se establecerán las especificaciones técnicas y valores para todas las prácticas del Programa, los niveles mínimos técnicos en aquellas que correspondan y se clasificarán según sean éstas de mantención o recuperación
3ef9359_131	21	0.4006531097895478	Habrá, en consecuencia, cursos permanentes y cursos de especialización
442e009_12	22	0.3998348573421264	Para efectos de la realización de los concursos señalados en el inciso anterior, la Corporación deberá confeccionar cada año y en cada ocasión, las bases de postulación sobre las cuales se procederá a seleccionar a los beneficiarios de las bonificaciones contenidas en la ley
bd52956_61	23	0.39882627532148085	a) Podrán optar por acreditar su propia experiencia técnica, acumulada como persona jurídica desde la fecha de ingreso a la misma del más antiguo de sus socios, directores, administradores o autoridad superior, según corresponda, que permanezca en esa calidad y tenga el título profesional requerido
c3b69cd_18	24	0.39596978735591315	La exención regirá para el año en que fue reconocida, no obstante, podrá ser renovada año a año siempre que se mantengan las condiciones por las que se concedió
0df2ca7_48	25	0.3932210161424847	En tal caso, el beneficio continuará hasta el término del período anual en que se hubiere pagado la patente especial
708ed9d_130	26	0.3929177252342406	Consiste en un conjunto armónico de cátedras planificados para dar una sólida formación profesional y para desarrollar en forma práctica las aptitudes que se requieren en el desempeño diplomático
bd52956_25	27	0.3923388318974721	Las personas naturales o jurídicas podrán solicitar su inscripción y ser clasificadas en las respectivas especialidades y categorías a que postulen, de acuerdo a los antecedentes, experiencia técnica y capacidad económica que acrediten conforme a los artículos 12, 13 y 14 del presente reglamento
469698c_26	28	0.391780679580348	También podrán intervenir en el ámbito de la construcción los profesionales y técnicos a que se refiere el artículo 33º
780c079_72	29	0.3916616587089319	- Capacitaciones: Al menos una vez al año se deberá realizar un proceso de capacitación a calificadores y precalificadores que facilite la adecuada utilización de los instrumentos de calificación y contribuya a la mayor uniformidad de los criterios de calificación
43bab4b_50	30	0.39044276870410366	Es obligación de la concesionaria el conocimiento y cumplimiento de las disposiciones de la ley, reglamentos, normas técnicas y sus modificaciones, en lo que le sean aplicables
ad0886c_46	31	0.39044276870410366	Es obligación de la concesionaria el conocimiento y cumplimiento de las disposiciones de la ley, reglamentos, normas técnicas y sus modificaciones, en lo que le sean aplicables
f0264b9_48	32	0.39044276870410366	Es obligación de la concesionaria el conocimiento y cumplimiento de las disposiciones de la ley, reglamentos, normas técnicas y sus modificaciones, en lo que le sean aplicables
f1ebd15_28	33	0.3885232582425484	El Ministerio de Educación tendrá la supervisión técnica y fiscalización del establecimiento educacional, en el ámbito y según las prerrogativas legales y reglamentarias correspondientes, especialmente en cuanto a mantener la modalidad de enseñanza técnico profesional en consideración a la cual fue creado el establecimiento, la aplicación de los planes y programas de estudio, normas de evaluación y titulación aprobados en forma general o especial para ese tipo de establecimientos
3ef9359_182	34	0.38772840786699925	La clausura incluirá la cuenta anual del Director, el juramento de los alumnos que hayan aprobado el curso y la distribución de premios y diplomas que corresponda a los cursos terminados durante dicho año académico
708ed9d_165	35	0.38772840786699925	La clausura incluirá la cuenta anual del Director, el juramento de los alumnos que hayan aprobado el curso y la distribución de premios y diplomas que corresponda a los cursos terminados durante dicho año académico
e43b9c5_34	36	0.3876608413070908	La Secretaría Ejecutiva participará de las sesiones del Comité Técnico y será la encargada de elaborar las actas de las mismas, debiendo mantenerlas ordenadas y actualizadas, así como los documentos que se generen, y a la permanente disposición del Consejo y del Comité Técnico
d739811_16	37	0.38692965785361033	Artículo 5º: La tarifa anual tendrá una vigencia de tres años y se fijará de acuerdo al procedimiento que se señala en el Título II de esa Ordenanza
586f4e7_291	38	0.38622609282320686	- Los incentivos que otorga INDAP a través de Proveedores inscritos que se encontraren en proceso de postulación continuarán desarrollándose hasta su total ejecución, en conformidad a sus respectivas Normas Técnicas o Programas y Bases de Licitación
708ed9d_140	39	0.3850701168142736	Artículo 26° Las asignaturas del plan de estudios procurarán un avance coherente y progresivo en la formación profesional de los alumnos
2cc43ef_22	40	0.38318151496030617	"Las asignaciones de escolaridad podrán concederse una vez al año;"""
b110551_46	41	0.37936159511361867	Según lo disponga el Representante Legal del Laboratorio de Ensayos, el Profesional Responsable Técnico de la Certificación podrá ser el mismo Profesional Responsable Técnico de los Ensayos, quien podrá firmar los documentos correspondientes
9795dfb_53	42	0.3783213331165244	Para efectos de la realización de los concursos señalados en el inciso anterior, la Corporación deberá confeccionar cada año, las bases de postulación sobre las cuales se procederá a seleccionar a los beneficiarios de las bonificaciones contenidas en la Ley
2bb3805_413	43	0.3772564800177636	Adicionalmente, en el ejercicio de sus facultades, la SEREMI podrá supervigilar las disposiciones legales, reglamentarias, administrativas y técnicas de las distintas modalidades, tipologías y/o clases de proyectos que contempla este Programa
f3e8d33_49	44	0.37544805996171515	Un profesional de CONAF designado por el Director Ejecutivo de este organismo, hará de las veces de Secretario Técnico del Consejo, participará con derecho a voz en las sesiones y confeccionará el acta con los acuerdos de dicho órgano
8635241_22	45	0.3754261437984179	Aquellos usuarios que se acojan al beneficio indicado en el presente artículo, quedarán impedidos de participar en el Programa durante el resto del año calendario en que hayan obtenido el beneficio y a partir del momento en que postulan a éste
