DEPARTMENT OF AGRICULTURE,USA,Federal Register,98cf62ac20d0737795a5383b445ae97f77deff90.txt,https://api.govinfo.gov/packages/FR-2010-01-26/granules/2010-1375/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-01-26,2010-1375,Federal,"We are amending the phytosanitary treatment regulations in 7 CFR part 305 by removing the lists of approved treatments and treatment schedules from the regulations, while retaining the general requirements for performing treatments and certifying or approving treatment facilities. We are removing treatment schedules from other places where they are currently found in 7 CFR chapter III as well. Approved treatment schedules will instead be found in the Plant Protection and Quarantine Treatment Manual, which is available on the Internet. We are also establishing a new process to provide the public with notice and the opportunity to comment on changes to treatment schedules. Finally, we are harmonizing and combining the requirements for performing irradiation treatment for imported articles, articles moved interstate from Hawaii and U.S. territories, and articles moved interstate from an area quarantined for fruit flies. These changes will simplify and expedite our processes for adding, changing, and removing treatment schedules while continuing to provide for public participation in the process. These changes will also simplify our presentation of treatments to the public by consolidating all treatments into one document and eliminating redundant text from the regulations.",Phytosanitary Treatments; Location of and Process for Updating Treatment Schedules,https://api.govinfo.gov/packages/FR-2010-01-26/granules/2010-1375/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,a38eb788d0c10be74bf2c7e828746c719b1db8a1.txt,https://api.govinfo.gov/packages/FR-2010-02-02/granules/2010-2143/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-02,2010-2143,Federal,"In accordance with section 6(f)(1) of the Federal Insecticide, Fungicide, and Rodenticide Act (FIFRA), as amended, EPA is issuing a notice of receipt of request by registrants to voluntarily cancel certain pesticide registrations.",Notice of Receipt of Requests to Voluntarily Cancel Certain Pesticide Registrations,https://api.govinfo.gov/packages/FR-2010-02-02/granules/2010-2143/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,ace92dafb76d6e9a18bde2d112ad8a291726ee95.txt,https://api.govinfo.gov/packages/FR-2010-02-02/granules/2010-2067/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-02,2010-2067,Federal,"Responding to President Obama's initiative for an open, transparent government, the Rural Housing Service, hereinafter referred to as the Agency, intends to hold public forums to solicit feedback from the public on whether the current method of delivering the self- help program is the most efficient and cost effective in terms of cost and program delivery. Transparency encourages accountability by delivering information to the public about what the Government is doing. Participation provides the public with opportunities to contribute ideas and expertise to the Government which will enable them to make sound policy decisions that represent a wider group of diverse individuals throughout society. Collaboration improves effectiveness of the Government by encouraging partnerships and cooperation within the Federal Government, across levels of government, and between the Government and private institutions. The Agency will use information obtained from public forums to evaluate all aspects of the self-help program. As the Agency moves forward, it will continue to encourage and solicit feedback, recommendations, and comments from all sectors of the public. All information relative to these forums will be taped, transcribed, and posted to the Agency Web site.",Notice of Intent To Hold Public Forums To Solicit Feedback From the Public Regarding the Section 523 Mutual Self-Help Housing Program,https://api.govinfo.gov/packages/FR-2010-02-02/granules/2010-2067/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,93d20c937b050ac2726ffa0689570e3b1459a04e.txt,https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-1861/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-01,2010-1861,Federal,"Pursuant to 36 CFR 51.24, public notice is hereby given that the National Park Service intends to award a temporary concession contract for the conduct of certain visitor services within Lake Mead National Recreation Area, Arizona and Nevada for a term not to exceed 3 years. The visitor services include marina and boat rentals, overnight accommodations, food and beverage, retail, fuel, and short term trailer villages. This action is necessary to avoid interruption of visitor services.","Temporary Concession Contract for Lake Mead National Recreation Area, AZ/NV",https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-1861/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,6ff7001eeb0d402cf6feaab960a53c3cb520f885.txt,https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-1864/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-01,2010-1864,Federal,"The National Park Service (NPS) is proposing, subject to consideration of public comments, to utilize an alternative formula for the valuation of leasehold surrender interest under its proposed concession contract GRTE003-11 for operation of the Signal Mountain Lodge and Leeks Marina at Grand Teton National Park (``new contract'').","National Park Service Concession Contracts; Implementation of Alternative Valuation for Leasehold Surrender Interest in the Signal Mountain Lodge and Leeks Marina Proposed Concession Contract, Grand Teton National Park",https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-1864/summary?api_key=
DEPARTMENT OF THE INTERIOR,USA,Federal Register,2e2ae6b1317613b9999e52d599768fceb06274dd.txt,https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-2052/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-01,2010-2052,Federal,"We, the U.S. Fish and Wildlife Service (Service), announce the availability of our final comprehensive conservation plan (CCP) and finding of no significant impact (FONSI) for the Farallon National Wildlife Refuge (Refuge). In the CCP, we describe how we will manage the Refuge for the next 15 years.","Farallon National Wildlife Refuge, San Francisco County, CA",https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-2052/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,66dbbf7af4179fe6594770c5ca880e2396fa4d1c.txt,https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-2021/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-01,2010-2021,Federal,"In accordance with the Marine Mammal Protection Act (MMPA), as amended, and implementing regulations, notice is hereby given that NMFS has issued a letter of authorization (LOA) to the U.S. Navy (Navy) to take marine mammals incidental to Navy training, maintenance, and research, development, testing, and evaluation (RDT&E) activities to be conducted within the Atlantic Fleet Active Sonar Training (AFAST) Study Area, which extends east from the Atlantic Coast of the U.S. to 45[deg] W. long. and south from the Atlantic and Gulf of Mexico Coasts to approximately 23[deg] N. lat., but not encompassing the Bahamas (see Figure 1-1 in the Navy's Application), from January 22, 2010 through January 21, 2011.",Taking and Importing Marine Mammals; U.S. Navy's Atlantic Fleet Active Sonar Training (AFAST),https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-2021/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,18b4f834ba6a18a9e5f86a3ca77ac90c33335a3f.txt,https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-2020/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-01,2010-2020,Federal,"The Grain Inspection, Packers and Stockyards Administration published a document in the Federal Register on July 6, 2004, concerning the proposed posting, posting and deposting of stockyards. The document shows the facility number for Shamrock Livestock Commission, Shamrock, Texas is the same as the facility number assigned to Texas Cattle Exchange, Inc., Eastland, Texas (TX-346).","Proposed Posting, Posting and Deposting of Stockyards",https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-2020/summary?api_key=
DEPARTMENT OF LABOR,USA,Federal Register,f795411dbdf04104ba9f5478233e4b22e833738e.txt,https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-1999/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-02-01,2010-1999,Federal,"The Mine Safety and Health Administration (MSHA) is requesting information regarding whether the use of proximity detection systems would reduce the risk of accidents where mobile equipment pins, crushes, or strikes miners in underground mines and, if so, how. MSHA is also requesting information to determine if the Agency should consider regulatory action and, if so, what type of regulatory action would be appropriate.",Proximity Detection Systems for Underground Mines,https://api.govinfo.gov/packages/FR-2010-02-01/granules/2010-1999/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,bd7a3d0e94ed7bc28f7f1b0db1296fefd07b9481.txt,https://api.govinfo.gov/packages/FR-2010-01-29/granules/2010-815/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2010-01-29,2010-815,Federal,"This final rule implements 11 provisions of the Farm Security and Rural Investment Act of 2002 (FSRIA) that establish new eligibility and certification requirements for the receipt of food stamps. The provisions of the final rule will simplify program administration, allow States greater flexibility, and provide enhanced access to eligible populations. This rule will allow States, at their option, to treat legally obligated child support payments to a non-household member as an income exclusion rather than a deduction; allow a State option to exclude certain types of income and resources that are not counted under the State's Temporary Assistance for Needy Families (TANF) cash assistance or Medicaid programs; replace the current, fixed standard deduction with a deduction that varies according to household size and is adjusted annually for cost-of-living increases; allow States to simplify the Standard Utility Allowance (SUA) if the State elects to use the SUA rather than actual utility costs for all households; allow States to use a standard deduction from income of $143 per month for homeless households with some shelter expenses; allow States to disregard reported changes in deductions during certification periods (except for changes associated with new residence or earned income) until the next recertification; increase the resource limit for households with a disabled member from $2,000 to $3,000 consistent with the limit for households with an elderly member; allow States to extend simplified reporting of changes to all households; require State agencies that have a Web site to post applications on these sites in the same languages that the State uses for its written applications; allow States to extend from the current 3 months up to 5 months the period of time households may receive transitional food stamp benefits when they cease to receive TANF cash assistance; and restore food stamp eligibility to qualified aliens who are otherwise eligible and who are receiving disability benefits regardless of date of entry, are under 18 years of age regardless of date of entry, or have lived in the United States for 5 years as qualified aliens beginning on the date of entry.",Food Stamp Program: Eligibility and Certification Provisions of the Farm Security and Rural Investment Act of 2002,https://api.govinfo.gov/packages/FR-2010-01-29/granules/2010-815/summary?api_key=
