DEPARTMENT OF COMMERCE,USA,Federal Register,db8b75c5cef995623f678e42b4417b3b0fb40dc5.txt,https://api.govinfo.gov/packages/FR-2015-03-17/granules/2015-05913/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-17,2015-05913,Federal,"NMFS has received an application from the Lamont-Doherty Earth Observatory (Lamont-Doherty) in collaboration with the National Science Foundation (Foundation), for an Incidental Harassment Authorization (Authorization) to take marine mammals, by harassment incidental to conducting a marine geophysical (seismic) survey in the northwest Atlantic Ocean off the New Jersey coast June through August, 2015. The proposed dates for this action would be June 1, 2015 through August 31, 2015 to account for minor deviations due to logistics and weather. Per the Marine Mammal Protection Act, we are requesting comments on our proposal to issue an Authorization to Lamont-Doherty to incidentally take, by Level B harassment only, 32 species of marine mammals during the specified activity.","Takes of Marine Mammals Incidental to Specified Activities; Marine Geophysical Survey in the Northwest Atlantic Ocean Offshore New Jersey, June to August, 2015",https://api.govinfo.gov/packages/FR-2015-03-17/granules/2015-05913/summary?api_key=
DEPARTMENT OF HOMELAND SECURITY,USA,Federal Register,d32fda6301fa582acffe4ca8d837939d781dce92.txt,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06879/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-26,2015-06879,Federal,"This notice extends the comment period for the proposed ``Revised Guidelines for Implementing Executive Order 11988, Floodplain Management'' published in the Federal Register on February 5, 2015 (80 FR 6530). The comment period for the proposed revised guidelines, which would have ended on April 6, 2015, is extended for 30 days.","Notice To Extend the Comment Period for the Proposed Revised Guidelines for Implementing Executive Order 11988, Floodplain Management, as Revised Through the Federal Flood Risk Management Standard",https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06879/summary?api_key=
DEPARTMENT OF COMMERCE,USA,Federal Register,5261744ac19b6c98ceb76816859ae95ffd7bb8f7.txt,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06944/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-26,2015-06944,Federal,"The Mid-Atlantic Fishery Management Council announces its intent to prepare, in cooperation with NMFS, an amendment to the Fishery Management Plan for Atlantic Mackerel, Squid, and Butterfish, and to potentially prepare an EIS in accordance with the National Environmental Policy Act to analyze the impacts of any proposed management measures. The current focus of the amendment is to consider alternatives to reduce the capacities of the longfin squid and Illex squid fleets as defined by vessels with limited access permits. This notice announces a public process for determining the scope of issues to be addressed, for identifying concerns and potential alternatives related to capacity in the squid fisheries, and for determining the appropriate level of environmental analysis. This notice alerts the interested public of the scoping process, the potential development of a Draft EIS, and provides for public participation in that process. The Mid-Atlantic Fishery Management Council will hold six scoping hearings in April 2015 for this amendment. At the scoping hearings the Council will also take any general comments on mackerel, squid, and butterfish fisheries management, which could inform future Council actions not including this amendment.",Mid-Atlantic Fishery Management Council (MAFMC); Fisheries of the Northeastern United States; Scoping Process,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06944/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,4e73317b7b54e436808a2c6792f62048815a97ab.txt,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06728/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-26,2015-06728,Federal,"The Comprehensive Environmental Response, Compensation, and Liability Act (``CERCLA'' or ``the Act''), as amended, requires that the National Oil and Hazardous Substances Pollution Contingency Plan (``NCP'') include a list of national priorities among the known releases or threatened releases of hazardous substances, pollutants or contaminants throughout the United States. The National Priorities List (``NPL'') constitutes this list. The NPL is intended primarily to guide the Environmental Protection Agency (``EPA'' or ``the agency'') in determining which sites warrant further investigation. These further investigations will allow the EPA to assess the nature and extent of public health and environmental risks associated with the site and to determine what CERCLA-financed remedial action(s), if any, may be appropriate. This rule proposes to add six sites to the General Superfund section of the NPL.",National Priorities List,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06728/summary?api_key=
FARM CREDIT ADMINISTRATION,USA,Federal Register,31a59a6885b95e06d3978518e66d67207f4bbc11.txt,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06755/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-26,2015-06755,Federal,"The Farm Credit Administration (FCA, we, or our) is proposing new regulations, and clarifying and enhancing existing regulations, related to the Federal Agricultural Mortgage Corporation (Farmer Mac or Corporation) Board governance and standards of conduct, including director election procedures, conflict-of-interest, and risk governance. We also propose enhancements to existing disclosure and reporting requirements to remove repetitive reporting and allow for electronic filing of reports. In keeping with today's financial and economic environment, we believe it prudent and timely to undertake a review of our regulatory guidance on the identified areas. We also propose rules on the examination and enforcement authorities held by the FCA Office of Secondary Market Oversight (OSMO) over Farmer Mac.",Federal Agricultural Mortgage Corporation General Provisions; Federal Agricultural Mortgage Corporation Governance; Federal Agricultural Mortgage Corporation Risk Management; Federal Agricultural Mortgage Corporation Disclosure and Reporting; Farmer Mac Corporate Governance and Standards of Conduct,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06755/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,fce34eb553c5c8e1526eb89048a71278a3942a76.txt,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06855/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-26,2015-06855,Federal,"The Farm Service Agency (FSA) is proposing to revise regulations on behalf of the Commodity Credit Corporation (CCC) to specify the requirements for a person to be considered actively engaged in farming for the purpose of payment eligibility for certain FSA and CCC programs. Specifically, this rulemaking proposes to revise and clarify the requirements for a significant contribution of active personal management to a farming operation. These changes are required by the Agricultural Act of 2014 (the 2014 Farm Bill). The provisions of this rule would not apply to persons or entities comprised solely of family members. The rule would not change the existing regulations as they relate to contributions of land, capital, equipment, or labor, or the existing regulations related to landowners with a risk in the crop or to spouses.",Payment Limitation and Payment Eligibility; Actively Engaged in Farming,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06855/summary?api_key=
ENVIRONMENTAL PROTECTION AGENCY,USA,Federal Register,3043e4562ff0e76751ead9caa2c7e1d926d2b9bb.txt,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06696/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-26,2015-06696,Federal,"The Comprehensive Environmental Response, Compensation, and Liability Act of 1980 (``CERCLA'' or ``the Act''), as amended, requires that the National Oil and Hazardous Substances Pollution Contingency Plan (``NCP'') include a list of national priorities among the known releases or threatened releases of hazardous substances, pollutants or contaminants throughout the United States. The National Priorities List (``NPL'') constitutes this list. The NPL is intended primarily to guide the Environmental Protection Agency (``the EPA'' or ``the agency'') in determining which sites warrant further investigation. These further investigations will allow the EPA to assess the nature and extent of public health and environmental risks associated with the site and to determine what CERCLA-financed remedial action(s), if any, may be appropriate. This rule adds two sites to the General Superfund section of the NPL.",National Priorities List,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06696/summary?api_key=
DEPARTMENT OF AGRICULTURE,USA,Federal Register,c30263259c671285e48cfe737b839233b20f0a17.txt,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06627/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-26,2015-06627,Federal,"This document corrects technical errors in the direct final rule that appeared in the Federal Register on February 24, 2015, entitled ``Rural Development Regulations--Update to FmHA References and to Census Regulations.''",Rural Development Regulations-Update to FmHA References and to Census References,https://api.govinfo.gov/packages/FR-2015-03-26/granules/2015-06627/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,c8010e42d4ee2412fb26f2d86d62dd3d85fd7547.txt,https://api.govinfo.gov/packages/FR-2015-03-25/granules/2015-06742/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-25,2015-06742,Federal,,Mr. Ray F. Ward; Notice of Scoping Meetings and Environmental Site Review and Soliciting Scoping Comments,https://api.govinfo.gov/packages/FR-2015-03-25/granules/2015-06742/summary?api_key=
DEPARTMENT OF ENERGY,USA,Federal Register,d69e91357d4570e895346563ab9dd889eb9f07c9.txt,https://api.govinfo.gov/packages/FR-2015-03-25/granules/2015-06828/htm?api_key=pA4uH8buEXSjCdh0LfCj0R2kilPWZPakPzn5JANL,Regulatory Information,2015-03-25,2015-06828,Federal,,Arbuckle Mountain Wind Farm LLC; Supplemental Notice That Initial Market-Based Rate Filing Includes Request for Blanket Section 204 Authorization,https://api.govinfo.gov/packages/FR-2015-03-25/granules/2015-06828/summary?api_key=
